"V1","V2","V3","V4"
1,1,0,-0.270103866328907
1,0,0,-0.647556286710019
1,1,1,1.07005981208954
1,1,0,-0.0552769868719207
1,0,1,0.130666107156873
1,1,1,-0.651267123370513
1,1,1,-0.647335218753933
1,0,1,-0.22474715986331
1,1,0,-0.0042426274540925
1,1,1,-0.190235203987867
1,0,1,1.60371550083854
1,1,1,-1.12400067876559
1,1,1,-0.87212597153242
1,1,0,-0.342291241947467
1,1,1,-0.463855765574066
1,1,1,0.968415804301346
1,1,0,-1.37491770031298
1,1,1,0.908899349393633
1,0,0,-0.296497235460288
1,0,1,-0.446294663022871
1,1,0,1.74136643195017
1,1,0,0.327990496974426
1,1,1,-1.62328691555791
1,0,0,1.94142996171459
1,1,1,-0.552113627855785
1,0,1,-0.00327385225168377
1,1,0,1.35632575835292
1,0,1,-0.0894063321374156
1,1,1,-1.96206873455683
1,0,0,-0.306084187526787
1,0,0,1.01089231939139
1,0,0,0.493736236722698
1,0,0,0.537659495510485
1,1,0,-1.26452131422301
1,1,1,-1.50118337762152
1,0,0,2.00270504954902
1,0,1,-0.474452927458284
1,1,0,0.11294197477784
1,1,0,-0.447735497386268
1,0,1,0.795218848935336
1,1,1,-0.11923688164537
